,item,longitude,latitude
554,Mrc Laboratory Molecular Biology,-0.1322933,51.5241292
555,Nanyang Technological University,103.6829332,1.3484104
556,Nanyang Technological University National Institute Of Education Nie Singapore,103.85007,1.28967
557,National Kapodistrian University Of Athens,23.7652367,37.9700379
558,Nih National Institute On Drug Abuse Nida,21.53964,53.64161
559,Novo Nordisk,-49.3444226,-25.5253598
560,Okayama University,133.9272505,34.6961447
561,Paracelsus Private Medical University,-89.52536,34.36594
562,Princeton University,-74.6583655,40.3386752
563,Richard L Roudebush Va Medical Center,-76.3054313,36.8584027
564,Royal Brisbane Women S Hospital,-8.43056,52.47306
565,Royal Manchester Children S Hospital,-8.43056,52.47306
566,Samsung Medical Center,127.0853161,37.4884582
567,Schleswig Holstein University Hospital,10.1102582,54.3469188
568,Shantou University,116.6290685,23.4163248
569,Sidra Med,18.4196221,30.5830298
570,Siteman Cancer Center,-90.2635516,38.6376806
571,Skane University Hospital,12.9932225,55.6088853
572,Southern University Of Science Technology,113.9967539,22.6036861
573,State University Of New York Suny Downstate Medical Center,-76.3054313,36.8584027
574,Tampere University,23.7815255,61.4949215
575,Tampere University Hospital,23.8151994,61.5056309
576,Tokushima University,134.556661,34.1040125
577,Trinity College Dublin,-6.2544447,53.3436674
578,Universidade De Coimbra,-8.4260033,40.207422
579,Universidade Do Porto,-8.6022047,41.1785937
580,Universite Grenoble Alpes Uga,7.0793,5.93576
581,University Of Adelaide,138.6042367,-34.9189226
582,University Of Brescia,-87.1113859,37.7689374
583,University Of Buenos Aires,-58.3818304,-34.6111041
584,University Of Colorado Denver,-105.0059152,39.7428324
585,University Of Genoa,-83.8804811,42.587466
586,University Of Houston,-95.3440627,29.7207902
587,University Of Illinois Urbana Champaign,-88.2313127,40.100566
588,University Of Maryland College Park,-76.9461029,38.99203
589,University Of Navarra,-1.65138,42.8233
590,University Of Texas Austin,-97.7338927,30.2852198
591,University Of Ulsan,129.4292212,35.5193587
592,University Of York Uk,-1.0314593,53.9453903
593,Versiti Blood Center Of Wisconsin,-87.9346744,43.0383377
594,Virginia Mason Medical Center,-122.3278853,47.6101681
595,Xuzhou Medical College,117.2541728,34.2543905
596,Abbvie,-87.8347568,42.336545
597,Academy Of Athens,23.7341113,37.9800871
598,Aichi Medical University,137.0503123,35.1929878
599,Albany Medical College,-73.7773453,42.6541229
600,Alexander Fleming Biomedical Sciences Research Center,23.793096,37.8258139
601,Alfaisal University,46.676386,24.6644278
602,Arizona State University,-111.9331616,33.4215218
603,Asan Medical Center,127.1096013,37.5263041
604,Asia University Taiwan,120.6881106,24.046988
605,Athens Medical School,-83.3994565,33.9606706
606,Australian National University,149.1167789,-35.2812134
607,Azienda Ospedaliera Universitaria Integrata Verona,10.98444,45.4299
608,Baker Heart And Diabetes Institute,144.9833858,-37.8456936
609,Baltimore Va Medical Center,-76.5949394,39.3365312
610,Baylor Genet,38.5,9.06667
611,Bc Childrens Hospital,-123.1253746,49.2445028
612,Beatson Institute,-4.3228998,55.9058876
613,Beijing Genomics Institute Bgi,-59.61667,13.1
614,Bellvitge University Hospital,2.1047859,41.3453609
615,Berlin Inst Hlth Bih,-118.39511,37.36354
616,Brigham Young University,-111.6496566,40.2550111
617,Buck Institute For Research On Aging,-122.5740316,38.1336522
618,Carnegie Mellon University,-79.9427192,40.4441897
619,Catholic University Of The Sacred Heart,-95.35168,44.7869
620,Centenary Institute,151.1838859,-33.8880864
621,Centre For Cancer Biology,-5.944725,54.5860297
622,Centre Hospitalier Universitaire Sainte Justine,-73.6248216,45.5030347
623,Centro Nacional De Investigaciones Cardiovasculares Cnic,-3.6960914,40.4766878
624,Chaim Sheba Medical Center,34.8452013,32.0471841
625,Charles University Prague,14.4161372,50.0889154
626,China Medical University Hospital Taiwan,120.6833489,24.1540152
627,Chinese People S Liberation Army General Hospital,-8.43056,52.47306
628,Chulalongkorn University,100.5328841,13.7431095
629,Colorado State University,-105.0853964,40.5706603
630,Czech Academy Of Sciences,14.4141491,50.0817761
631,Dept Internal Med,39.61417,24.46861
632,Deutsches Diabetes Zentrum Ddz,6.7873219,51.2048568
633,East China University Of Science Technology,121.4195085,31.1450813
634,European Molecular Biology Laboratory Embl,8.7099419,49.385179
635,Florida International University,-80.3762833,25.7553898
636,Fundacao Oswaldo Cruz,-46.5643888,-23.6347042
637,G D Annunzio University Of Chieti Pescara,14.21021,42.46024
638,Ghent University Hospital,3.726636,51.0235355
639,Greifswald Medical School,13.3799015,54.0954673
640,Guangxi Medical University,108.3472296,22.8001367
641,Hamad Bin Khalifa University Qatar,51.25,25.5
642,Harry Perkins Institute Of Medical Research,145.18333,-37.7
643,Hebei Medical University,114.4622413,38.0408087
644,Hopital Marie Lannelongue,2.273337,48.7842816
645,Hospital De La Princesa,-115.5878236,32.6364609
646,Hospital De Ninos Doctor Ricardo Gutierrez,-93.11308,16.75973
647,Hospital Universitario 12 De Octubre,-3.6988633,40.3766795
648,Hospital Universitario La Paz,-3.6872532,40.4814423
649,Humanitas University,9.171865,45.3703426
650,Hyogo College Of Medicine,135.3794979,34.7178157
651,Institute For Systems Biology Isb,73.04329,33.72148
652,Instituto Nacional De Ciencias Medicas Y Nutricion Salvador Zubiran Mexico,-105.97929,27.28781
653,Iowa State University,-93.6446441,42.0279101
654,Irccs Fondazione San Matteo,10.62958,45.0173
655,Irccs Istituto Neurologico Besta,20.68825,39.43639
656,Irccs Neuromed,14.0603926,41.5144942
657,Irccs Santa Lucia,14.4437429,42.2216571
658,Istituto Superiore Di Sanita Iss,-69.6656,44.00286
659,J Craig Venter Institute,-117.2433633,32.8690247
660,Japanese Foundation For Cancer Research,145.18333,-37.7
661,John Curtin School Of Medical Research,149.1143618,-35.2822778
662,Johnson Johnson Usa,-76.3182435,40.1608331
663,Kantonsspital St Gallen,9.3873288,47.4306872
664,Kennedy Krieger Institute,-76.5932753,39.3000136
665,King Fahad Medical City,46.7048828,24.6880985
666,Kobe City Medical Center General Hospital,135.2145447,34.6593427
667,Lifespan Health Rhode Island,-71.480132,41.705599
668,Mansoura University,31.3581779,31.0407538
669,Massachusetts Eye Ear Infirmary,-71.070327,42.362633
670,Max Planck Inst Metab Res,-58.98389,-27.46056
671,Mclean Hospital,-71.1902447,42.3932679
672,Memorial University Newfoundland,-52.7293091,47.5774516
673,Michael E Debakey Va Medical Center,-95.388855,29.7018721
674,Morgan Stanley Children S Hospital,-8.43056,52.47306
675,Mrc London Inst Med Sci,-72.225,7.76694
676,Murdoch University,115.8335009,-32.0716141
677,Nankai University,117.1609501,39.101985
678,National Center For Global Health Medicine Japan,139.75309,35.68536
679,National Defense Medical College Japan,139.4662933,35.8015496
680,National Heart Centre Singapore,103.8361257,1.2785065
681,Natl Inst Biol Sci,-72.225,7.76694
682,New York Medical College,-73.9549121,40.7647523
683,North Carolina State University,-78.674087,35.7718497
684,Novo Nordisk Foundation,12.4954508,55.8706123
685,Oakland University,-83.2065575,42.6666333
686,Ohio University,-82.1026768,39.3230041
687,Ontario Institute For Cancer Research,145.18333,-37.7
688,Oregon National Primate Research Center,-122.8814591,45.5234682
689,Peking Union Medical College Hospital,116.4096576,39.9116375
690,Purdue University,-86.926513,40.4300927
691,Pusan National University,129.0784068,35.2343498
692,Queens University Canada,-76.4952112,44.2262622
693,Rhode Island Hospital,-71.4091293,41.8118618
694,Rice University,-95.4047811,29.7167915
695,Royal Children S Hospital Melbourne,144.96332,-37.814
696,Ruhr University Bochum,7.21648,51.48165
697,Sa Pathology,151.4866714,-33.1090041
698,Saint Vincent S University Hospital,-81.98413,33.47063
699,Salk Institute,-117.2467149,32.8861333
700,San Francisco Va Medical Center,-122.5054093,37.7824221
701,Sechenov First Moscow State Medical University,37.57422,55.7280556
702,Shaare Zedek Medical Center,-73.97264,40.7922834
703,Sichuan Provincial People S Hospital,-8.43056,52.47306
704,Sidra Medical Research Center,2.16667,7.25
705,Simon Fraser University,-122.917803,49.2767096
706,Singapore General Hospital,103.8362805,1.2794489
707,Smilow Ctr Translat Res,-58.98389,-27.46056
708,Swiss Institute Experimental Cancer Research,145.18333,-37.7
709,Teikyo University,139.4198178,35.6426903
710,Telethon Kids Institute,115.836394,-31.9451118
711,Texas Tech University,-101.8995955,33.5937525
712,Texas Tech University Health Science Center,2.16667,7.25
713,Tohoku Medical Pharmaceutical University,-89.52536,34.36594
714,Tokyo Metropolitan Institute Of Medical Science,139.6224668,35.6640443
715,Umea University,20.3146663,63.8201574
716,Universidade Federal De Minas Gerais,-43.967083,-19.8682486
717,Universidade Nova De Lisboa,-9.1607447,38.7330475
718,Universitat Rovira I Virgili,8.04603,43.95376
719,Universite De Bourgogne,5.0721002,47.3116927
720,Universite De Rennes 1,-1.6417852,48.118327
721,University Children S Hospital Zurich,8.55,47.36667
722,University Hospital Of Bern,7.4386841,46.9509726
723,University Of Antwerp,4.4199387,51.1843856
724,University Of Auckland,174.7737331,-36.8660955
725,University Of Eastern Finland,29.7422436,62.6043441
726,University Of Hull,-0.3683906,53.7710908
727,University Of Louisiana Lafayette,-92.041383,30.21929
728,University Of Nebraska Lincoln,-96.7044642,40.8175375
729,University Of Otago,170.5146149,-45.8649793
730,University Of Oulu,25.4673577,65.0593277
731,University Of Parma,-81.7307186,41.3815042
732,University Of Perugia,-123.2449904,49.2622036
733,University Of Pisa,10.4100616,43.7199174
734,University Of Santiago De Compostela,-8.5559526,42.874297
735,University Of Sherbrooke,-73.5733095,45.5044711
736,University Of South Australia,140.766463,-37.8062142
737,University Of Southampton,103.6122047,1.4298933
738,University Of Tennessee Knoxville,-83.9396725,35.9504567
739,University Of Texas Dallas,-96.7497693,32.9875855
740,University Of Texas Health San Antonio,-98.49363,29.42412
741,University Of Valencia,-0.3867228,39.4768614
742,University Of Verona,-89.5433533,43.0252965
743,University Of Vienna,16.360686,48.2131284
744,University Of Zaragoza,-0.8997979,41.6345573
745,Va Ann Arbor Healthcare System,-83.7145253,42.2861215
746,Vienna Biocenter Vbc,16.4021551,48.1886845
747,Vu University Medical Center,25.2878954,54.6828932
748,Wellcome Centre For Human Genetics,-1.2158511,51.7517799
749,Whitehead Institute,-71.0893776,42.3634084
750,Wright State University Dayton,-84.0567799,39.7842038
751,Zhejiang Provincial People S Hospital,-8.43056,52.47306
752,Acceleron Pharma,-71.1039616,42.3594729
753,Agrosup Dijon,5.064627,47.309959
754,Ain Shams University,31.2852773,30.0767711
755,Albert Ludwig Univ,24.59114,49.71224
756,Alberta Childrens Hospital,-113.524234,53.5198507
757,Alexandria University,29.9131341,31.2104662
758,American Red Cross,-121.9321262,37.3902859
759,Amgen Res,-118.9198562,34.1905959
760,Anhui Medical University,117.2576393,31.8512134
761,Ankara University,32.7855351,39.8754967
762,Arizona State University Downtown Phoenix,-112.072524,33.4529754
763,Asst Papa Giovanni Xxiii,12.34972,45.80762
764,Bar Ilan University,34.8433434,32.0693292
765,Baylor University,-97.1102906,31.550434
766,Bcm,26.9137528,46.5192448
767,Beaumont Hosp,-6.2247471,53.3893499
768,Beijing Institute Of Genomics Cas,-7.61138,33.58831
769,Belfast City Hospital,-5.9416749,54.5873632
770,Ben Gurion University,34.8022385,31.2631254
771,Berg,25.4856617,42.6073975
772,Bih,4.6667145,50.6402809
773,Binzhou Medical University,-89.52536,34.36594
774,Bordeaux Univ,-123.0985346,47.2011036
775,Brandeis University,-71.2580196,42.3665095
776,Braunschweig University Of Technology,10.5253983,52.2734144
777,Burnet Institute,-84.5011081,39.1377425
778,Cambridge Biomed Campus,-88.30617,41.02337
779,Cancer Research Center Of Hawaii,-158.001529,21.515838
780,Carolinas Healthcare System,-80.9539355,35.0616368
781,Carolinas Medical Center,-80.8393138,35.2037459
782,Centers For Disease Control Prevention Usa,-84.3273516,33.7984388
783,Centre For Eye Research Australia,145.18333,-37.7
784,Centre Hospitalier De Versailles,2.1257109,48.8315398
785,Centre Hospitalier Universitaire D Angers,-0.55,47.46667
786,Centre Leon Berard,4.8782465,45.7413185
787,Centro Nacional De Microbiologa Cnm,-104.22884,32.42067
788,Children S Hospital Of Eastern Ontario,-84.49983,49.25014
789,Childrens Hospital Of Orange County,-117.8660899,33.7809052
790,China Pharmaceutical University,118.9091235,31.8999213
791,Christian Medical College Hospital Cmch Vellore,79.13255,12.9184
792,Chu Grenoble Alpes,5.7464082,45.1999302
793,Chung Shan Medical University,120.6507653,24.1226875
794,Chung Shan Medical University Hospital,120.6499399,24.1216462
795,Chungbuk National University,127.4538403,36.6281688
796,Cic Biogune,-2.8677861,43.294484
797,Clinica Alemana,-72.6112504,-38.7363728
798,Cnrs Institute Of Chemistry Inc,106.27306,38.46806
799,Collegium Medicum Jagiellonian University,-89.52536,34.36594
800,Complutense University Of Madrid,-3.69063,40.42526
801,Council Of Scientific Industrial Research Csir India,76.9900198,8.4697062
802,Csic Centro Nacional De Biotecnologia Cnb,-3.6901178,40.544624
803,Ctr Childrens Hlth Res,-58.98389,-27.46056
804,Ctr Clin Invest Biotherapies Canc Cicbt 507,80.25,21.05
805,Curtin University,115.8928644,-32.0057415
806,Dalian Institute Of Chemical Physics Cas,-7.61138,33.58831
807,Dalian Medical University,121.3125565,38.8037114
808,Democritus University Of Thrace,25.3716442,41.1405419
809,Denver Health Medical Center,-104.9911984,39.7273194
810,Dongguk University,127.005727,37.5590607
811,Dow University Of Health Sciences,67.0109424,24.8578376
812,Durham Va Medical Center,-1.5817119,54.7722809
813,Ecole Normale Superieure Ens,-5.5973436,33.8884317
814,Far Eastern Memorial Hospital,131.8911989,43.1134096
815,Fifth Medical Center Of Chinese Pla General Hospital,-8.43056,52.47306
816,Flinders University South Australia,138.5734331,-35.0248682
817,Friedrich Loeffler Institute,13.3674711,54.1828786
818,Fujita Health University,-89.52536,34.36594
819,Fukushima Medical University,140.4690019,37.6904406
820,George Papanikolaou General Hospital Of Thessaloniki,22.93086,40.64361
821,German Heart Center Berlin,-73.36872,42.66091
822,German Heart Centre Munich,11.57549,48.13743
823,Gifu Pharmaceutical University,136.7336821,35.4685771
824,Gifu University,136.7379851,35.4644065
825,Grcc,-87.1134183,37.3147379
826,Guangzhou Institute Of Biomedicine Health Cas,-7.61138,33.58831
827,Guangzhou University Of Chinese Medicine,113.2616835,23.1593463
828,Guilin Medical University,110.2889372,25.2854088
829,Gunma University,139.0444871,36.4308154
830,Hamad Medical Corporation,51.5172564,25.2764757
831,Helios Kliniken,11.4089199,53.6516219
832,Henan University,113.788471,34.7804582
833,Hofstra University,-73.6000491,40.7170242
834,Hosp Univ Princesa,118.7337531,9.7768449
835,Hospital Del Mar,2.1940251,41.383587
836,Hospital Duran I Reynals,2.1112992,41.3452787
837,Hospital Of Santa Creu I Sant Pau,2.8206059,41.9759593
838,Hudson Institute Of Medical Research,145.18333,-37.7
839,Illinois Institute Of Technology,-87.6265591,41.8361963
840,Inst Nacl Enfermedades Resp Ismael Cosio Villegas,-4.01759,42.46866
841,Institute Of Oncology Slovenia,15,46.08333
842,Instituto Gulbenkian De Ciencia,-9.316072,38.6915171
843,Instituto Universitario De Oncologia De Asturias,-6,43.33333
844,International Center For Genetic Engineering Biotechnology Icgeb New Delhi,77.22445,28.63576
845,Istanbul Kanuni Sultan Suleyman Training Research Hospital,-8.43056,52.47306
846,James Whitcomb Riley Hospital Children,-86.1800216,39.7772703
847,Janssen Biotech Inc,106.27306,38.46806
848,Japan Agcy Med Res Dev Amed,40.21721,37.91363
849,Jeonbuk National University,127.1337314,35.8466615
850,Jiangsu Ocean University,119.2158631,34.6069626
851,Jikei University,-89.52536,34.36594
852,Jilin University,125.301151,43.880146
853,Kanazawa Medical University,136.6473669,36.6575095
854,Kangwon National University,127.7447487,37.8672582
855,Kansai Medical University,-89.52536,34.36594
856,Kaohsiung Medical University,120.310242,22.6477902
857,King Abdulaziz City For Science Technology,46.6483422,24.7211572
858,King Abdulaziz University,39.2489498,21.4964412
859,King Saud University,46.62334,24.7246741
860,Kobe University,135.2370533,34.72758
861,Koc University,29.0728654,41.203159
862,Korea Research Institute Of Bioscience Biotechnology Kribb,127.3594311,36.3769646
863,La Trobe University,144.282538,-36.7499918
864,Lawrence Berkeley National Laboratory,-122.2456303,37.8769588
865,Lebanese University,35.5213063,33.8269232
866,Leibniz Institut Fur Alternsforschung Fritz Lipmann Institut Fli,11.5721722,50.9086106
867,Lions Eye Institute,-104.8386379,39.7431928
868,Loma Linda University,-117.2628176,34.0514446
869,Lomonosov Moscow State University,37.5360595,55.7055406
870,Los Alamos National Laboratory,-106.25086,35.83336
871,Louisiana State University,-91.1859745,30.4057618
872,Maastricht University Medical Centre Mumc,5.7130972,50.8352322
873,Manipal Academy Of Higher Education Mahe,75.53409,11.70044
874,Maynooth University,-6.5987338,53.3821766
875,Melanoma Institute Australia,135,-25
876,Memphis Va Medical Center,-90.0245893,35.1440652
877,Menzies Institute For Medical Research,145.18333,-37.7
878,Merck Kgaa,8.6485494,49.8990929
879,Mersin University,-89.52536,34.36594
880,Miami University,-84.7311546,39.5094198
881,Michigan Med,-83.1322537,42.2528304
882,Microsoft,10.7468752,59.9135964
883,Moderna Inc,106.27306,38.46806
884,Munich Heart Alliance,11.5353571,48.1491342
885,Namik Kemal University,-89.52536,34.36594
886,Nanchang University,115.7975974,28.6612687
887,Nanjing University Of Chinese Medicine,118.9419033,32.1025487
888,National Centre Of Scientific Research Demokritos,23.8186746,37.9972071
889,National Cheng Kung University,120.2162513,22.9991916
890,National Health Research Institutes Taiwan,120.914761,24.706979
891,National Hospital Norway,9.0999715,60.5000209
892,National Research Council Canada,-75.618285,45.4426876
893,National Research Foundation South Africa,-97.5041145,35.4750084
894,Natl Museums Kenya,38,1
895,Nemours Alfred I Dupont Hospital For Children,-75.555041,39.779725
896,New Jersey Institute Of Technology,-74.1790316,40.7421254
897,Newcastle Freeman Hospital,-1.5957445,55.001418
898,Nhs Blood Transplant,-1.93453,52.4528001
899,Niigata University,139.1875717,37.9657422
900,Nova Southeastern University,-80.2490195,26.0800744
901,Okayama University Of Science,133.9272505,34.6961447
902,Ontario Tech University,-78.8981668,43.9483311
903,Oregon State University,-123.2839236,44.5630559
904,Otto Von Guericke University,11.6447125,52.1400506
905,Pennington Biomedical Research Center,2.16667,7.25
906,Pennsylvania State University University Park,-77.85639,40.80201
907,Peter Munk Cardiac Centre,11.83333,4.75
908,Polish Academy Of Sciences,21.0181978,52.2377936
909,Population Health Research Institute,-79.8536528,43.2628944
910,Prince Of Asturias University Hospital,-81.98413,33.47063
911,Princess Alexandra Hosp,0.0860913,51.7713543
912,Purdue University West Lafayette Campus,-88.30617,41.02337
913,Qatar Foundation,51.4916297,25.3786265
914,Queens University Belfast,-5.9351328,54.5845733
915,Rambam Health Care Campus,34.9856593,32.8332821
916,Roche Innovat Ctr Munich,11.57549,48.13743
917,Roswell Park Cancer Institute,-78.86466,42.89895
918,Royal College Of Surgeons Ireland,-8,53
919,Royal London Hospital,-0.0598851,51.5175026
920,Royal Victorian Eye Ear Hospital,144.9762736,-37.8090493
921,Russian Academy Of Sciences,30.304021,59.9423591
922,Saint Marianna University,139.5488661,35.6002123
923,San Pablo Ceu University,-89.52536,34.36594
924,Sch Med,39.61417,24.46861
925,Schneider Childrens Med Ctr Israel,34.75,31.5
926,Seattle Cancer Care Alliance,-122.3297585,47.6264386
927,Shanxi Medical University,-89.52536,34.36594
928,Shenzhen Childrens Hosp,114.0493005,22.5500919
929,Shinshu University,138.4935692,36.7115728
930,Showa University,139.6761041,35.6442736
931,Shriners Hosp Children,-94.7771501,29.3095038
932,Southeast University China,118.7868225,32.0575279
933,St Joseph S Hospital And Medical Center,-76.3054313,36.8584027
934,St Vincent S Institute Of Medical Research,145.18333,-37.7
935,Swiss Institute Of Allergy Asthma Research,9.8568708,46.8290914
936,Taipei Medical University,121.5614418,25.0253208
937,Tecnologico De Monterrey,-105.2234626,20.6770069
938,Tehran University Of Medical Sciences,51.3941557,35.7058628
939,Tel Aviv Sourasky Medical Center,-76.3054313,36.8584027
940,Tokyo University Of Agriculture Technology,139.5184397,35.699409
941,Tokyo Women S Medical University,-89.52536,34.36594
942,Toyota Technological Institute Chicago,-87.5924647,41.7847298
943,Ucl Medical School,-0.13213,51.5227796
944,Ulsan National Institute Of Science Technology Unist,129.1897266,35.5737484
945,Uniformed Services University Of The Health Sciences Usa,-77.086372,39.0018688
946,Unilever,4.5044431,51.9143431
947,Universidad De Antioquia,-75.5688214,6.2678554
948,Universidad De Chile,-70.6510174,-33.4439386
949,Universidad Del Desarrollo,-70.5021533,-33.3933235
950,Universidad Nacional Autonoma De Mexico,-99.1849302,19.3216029
951,Universidade Do Algarve,-8.5363537,37.14354
952,Universidade Estadual De Campinas,-47.0642006,-22.8227237
953,Universidade Federal Do Rio De Janeiro,-43.2331703,-22.8533498
954,Universitatsklinikum Des Saarlandes,7.3464925,49.306219
955,University Hospital Magdeburg,11.6447125,52.1400506
956,University Hospital Of Siena,121.4189853,31.1437324
957,University Of Aberdeen,-2.1018364,57.1645247
958,University Of Basque Country,-2.0106678,43.3092769
959,University Of Bath,-2.323423,51.3765855
960,University Of California Santa Barbara,-119.84581,34.4146025
961,University Of California Santa Cruz,-122.0622122,37.0001245
962,University Of Colorado Boulder,-105.272776,40.0068782
963,University Of Dundee,-2.9821483,56.4579675
964,University Of Eastern Piedmont Amedeo Avogadro,12.03454,45.46486
965,University Of Ferrara,11.60868,44.84346
966,University Of Fukui,136.2124286,36.0758348
967,University Of Innsbruck,11.3844733,47.2633159
968,University Of L Aquila,13.66667,42.08333
969,University Of Luxembourg,6.1127596,49.6231923
970,University Of Macau,113.5437783,22.1283428
971,University Of Maine Orono,-68.6663746,44.8991352
972,University Of Malawi,33.9938901,-11.4215274
973,University Of Massachusetts Amherst,-72.5299148,42.3869382
974,University Of Massachusetts Lowell,-71.3173628,42.6519097
975,University Of Messina,15.2305595,38.7993741
976,University Of Missouri Kansas City,-94.5780753,39.0336761
977,University Of Natural Resources Life Sciences Vienna,16.3690911,48.2527457
978,University Of Oviedo,-5.8292809,43.3759888
979,University Of Pavia,9.15917,45.19205
980,University Of Reading,-0.9453854,51.4412092
981,University Of Sevilla,-5.9789302,37.3629504
982,University Of Siena,114.2101033,22.4135688
983,University Of South Carolina Columbia,-81.0268517,33.9928298
984,University Of South China,112.5826425,26.901593
985,University Of South Dakota,-96.9254235,42.7913704
986,University Of Southern California Keck Hospital,-8.43056,52.47306
987,University Of Strathclyde,-4.2419566,55.8618812
988,University Of Sussex,-0.0877856,50.8679557
989,University Of Tasmania,147.3214848,-42.9070652
990,University Of Texas El Paso,-106.5011185,31.773074
991,University Of Toyama,139.7197213,35.7091798
992,University Of Udine,13.2326894,46.0579471
993,University Of Victoria,-123.3082898,48.4656005
994,University Of Warwick,-1.5639569,52.3813073
995,University Of Yamanashi,139.0969909,35.6246886
996,Uw Med,-122.3076383,47.6494115
997,Va Boston Healthcare System,-71.171474,42.2743934
998,Va Greater Los Angeles Healthcare System,-118.4526385,34.0527
999,Vesalius Res Ctr,-78.5300306,-9.1200211
1000,Veterans Affairs Medical Center Birmingham,-1.8980725,52.4813678
1001,Virginia Polytechnic Institute State University,-80.4272818,37.2219268
1002,Wageningen University Research,5.6632158,51.985445
1003,Wake Forest Baptist Medical Center,-80.2677122,36.0898378
1004,Walter Reed National Military Medical Center,-77.0933177,39.0019669
1005,Weifang Medical University,-89.52536,34.36594
1006,Wenzhou Medical University,120.6690854,28.0120905
1007,Wolfson Med Ctr,34.7625072,32.0349474
1008,Womens College Hospital,-79.3875392,43.6617305
1009,Zhejiang Cancer Hospital,-8.43056,52.47306
1010,23Andme,-122.0336337,37.3827014
1011,309C Stellar Chance Labs,-75.1968778,39.9487283
1012,A A Bogomoletz Institute Of Physiology,30.531172,50.4403485
1013,A O U Citta Della Salute E Della Scienza Di Torino,7.68682,45.07049
1014,Ablife Inc,106.27306,38.46806
1015,Abo Akademi University,-89.52536,34.36594
1016,Acad Math Syst Sci,-72.225,7.76694
1017,Academy Of Mathematics System Sciences Cas,-7.61138,33.58831
1018,Accure Therapeut Sl,-11.5,8.5
1019,Ad Stat Consulting,51.4909314,25.2609147
1020,Adam Mickiewicz University,16.4568715,78.6857465
1021,Adamas Pharmaceut Inc,106.27306,38.46806
1022,Adana Numune Training Research Hospital,-8.43056,52.47306
1023,Aduro Biotech,-122.2947767,37.8526361
1024,Adventhealth,-81.3714848,28.572767
1025,Adventhealth Orlando,-81.3714848,28.572767
1026,Adventist Health Services,-77.1995265,39.1001799
1027,Affitech Res As,5.58453,51.00755
1028,Aga Khan University,32.5684142,0.3208468
1029,Agena Biosci Inc,106.27306,38.46806
1030,Agenus Inc,106.27306,38.46806
1031,Agilent Technologies,-2.2225124,53.3808609
1032,Aging Inst,-74.430633,40.483233
1033,Agricultural University Of Athens,23.7044444,37.9824516
1034,Ahepa University Hospital,-81.98413,33.47063
1035,Ajou University,127.0455046,37.2829885
1036,Akita University,140.1332021,39.7279303
1037,Al Azhar University,31.2648207,30.0451256
1038,Al Quds Univ,35.2610704,31.7550896
1039,Albert Sherman Ctr,-71.7637949,42.2782229
1040,Alcon,19.3660453,51.7457574
1041,Almazov National Medical Research Centre,11.83333,4.75
1042,Altius Inst Biomed Sci,-72.225,7.76694
1043,Altor Biosci Corp,5.86432,45.17805
1044,Amgen,-118.9198562,34.1905959
1045,Amgen Res Inc,-118.9204538,34.1911567
1046,Amsterdam Umc,4.8599107,52.334632
1047,Anchordx Inc,106.27306,38.46806
1048,Anchordx Med Co,-105.006359,40.242017
1049,Anhui University Of Science Technology,117.0164058,32.5550163
1050,Ankara Numune Training Research Hospital,-8.43056,52.47306
1051,Anlyan Ctr,-72.9340756,41.301179
1052,Aou Policlinico Gaetano Martino,23.21458,38.56817
1053,Aragon Inst Hlth Res Iis Aragon,-0.66667,41.5
1054,Aravind Eye Hosp,79.7901887,11.8639257
1055,Arbutus Biopharma Corp,5.86432,45.17805
1056,Ariel Precis Med,39.61417,24.46861
1057,Arivale Inc,106.27306,38.46806
1058,Arizona Allergy Associates,-111.9065649,33.5968501
1059,Arizona State University Tempe,-111.9331616,33.4215218
1060,Ark Clin Res,-94.1739929,36.0632341
1061,Arkansas Children S Hospital,-92.3207775,36.3668988
1062,Arvinas Inc,106.27306,38.46806
1063,Asan Inst Life Sci,-72.225,7.76694
1064,Asklepios Clin Hamburg,10.01534,53.57532
1065,Asst Fatebenefratelli Sacco,9.0954838,45.5032447
1066,Astex Pharmaceuticals,0.1401802,52.2369302
1067,Atlanta Va Medical Center,-84.3117,33.8018044
1068,Atomwise Inc,106.27306,38.46806
1069,Augustin Gmbh,25.5533305,46.0461298
1070,Azabu University,139.3899619,35.5751914
1071,Azerbaijan Medical University,46.3249316,38.0588182
1072,Azienda Osped Univ Aou Federico Ii,25.3731,65.31735
1073,Bakirkoy Dr Sadi Konuk Research Training Hospital,-8.43056,52.47306
1074,Baltalimani Bone Diseases Training Research Hospital,-8.43056,52.47306
1075,Banc Sang Teixits,2.2081469,41.4006313
1076,Baptist Hlth South Florida,-82.5001,28.75054
1077,Barnard Coll,-6.56261,56.62451
1078,Bavarian Nord Gmbh,-79.873396,36.262249
1079,Baylor Coll Med Bcm,26.9,46.56667
1080,Beatson Oncology Centre,11.83333,4.75
1081,Beaumont Health,-83.2722072,42.4828948
1082,Becton Dickinson,4.0609004,50.9184365
1083,Beigene,116.2741901,40.0961742
1084,Beihang University,116.3409787,39.9809427
1085,Bengbu Medical College,-147.80278,64.85694
1086,Bioceros B V,-0.83333,39.33333
1087,Bioclinicum,18.0284202,59.3493248
1088,Bioinformatics Institute Bii,103.792495,1.303527
1089,Biomed Valley Discoveries Inc,106.27306,38.46806
1090,Biomica Sas,-115.95611,33.29865
1091,Bioo Sci Corp,5.86432,45.17805
1092,Bioscientia,13.1825439,32.8856449
